Catalog ID,Description,Sex
HG03799,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03800,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03801,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03802,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03803,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03804,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03805,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03806,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03807,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03808,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03809,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03812,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03814,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03815,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03816,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03817,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03821,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03823,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03824,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03825,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03826,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03829,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03830,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03831,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03832,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03833,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03834,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03836,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03837,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03838,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03844,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03846,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03848,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03849,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03850,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03851,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03854,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03856,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03857,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03858,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03861,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG03862,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG03863,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG03864,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03866,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03867,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03868,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG03869,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03870,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03871,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03872,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03873,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG03874,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG03875,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03882,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG03884,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03885,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03886,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03887,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03888,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03890,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03894,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03895,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03896,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03897,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03898,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03899,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03900,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03902,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03904,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03905,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03906,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03907,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03908,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03909,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03910,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03911,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03913,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03914,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03915,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03916,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03917,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03919,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03920,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03922,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03925,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03926,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03927,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03928,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03929,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03930,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03931,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03934,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03937,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03940,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG03941,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03942,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG03943,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03944,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03945,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03947,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03949,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03950,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03951,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03953,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03955,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03960,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03963,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03965,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03967,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03968,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG03969,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03971,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03973,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG03974,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03976,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03977,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG03978,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG03985,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03986,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03989,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03990,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03991,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03992,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03995,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG03998,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG03999,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG04001,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04002,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04003,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG04006,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG04014,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04015,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04017,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04018,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04019,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04020,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04022,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04023,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04025,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04026,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04029,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG04033,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG04035,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG04036,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG04038,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG04039,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG04042,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG04047,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG04054,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04056,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04059,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04060,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04061,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04062,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04063,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04070,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04075,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG04076,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04080,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04090,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04093,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04094,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04096,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04098,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04099,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG04100,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG04106,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG04107,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG04115,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG04118,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04122,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG04127,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG04131,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04132,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04133,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04134,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04135,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04136,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04140,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04141,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04142,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04144,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04146,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04147,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04148,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04149,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04150,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04151,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04152,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04153,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04155,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04156,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04157,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04158,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04159,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04160,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04161,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04162,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04164,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04171,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04173,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04174,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04175,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04176,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04177,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04180,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04182,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04183,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04184,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04185,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04186,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04187,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04188,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04189,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04191,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04192,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04193,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04194,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,male
HG04195,1000 GENOMES PROJECT - BENGALI IN BANGLADESH,female
HG04198,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04199,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG04200,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04202,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04204,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG04206,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04209,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04210,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG04211,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04212,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04214,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04215,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG04216,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04217,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,female
HG04219,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04222,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04225,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04227,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,female
HG04228,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG04229,1000 GENOMES PROJECT - SRI LANKAN TAMIL IN THE UK,male
HG04235,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04238,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
HG04239,1000 GENOMES PROJECT - INDIAN TELUGU IN THE UK,male
NA06984,CEPH/UTAH PEDIGREE 1328,male
NA06985,CEPH/UTAH PEDIGREE 1341,female
NA06986,CEPH/UTAH PEDIGREE 13291,male
NA06989,CEPH/UTAH PEDIGREE 1328,female
NA06991,CEPH/UTAH PEDIGREE 1341,female
NA06993,CEPH/UTAH PEDIGREE 1341,male
NA06994,CEPH/UTAH PEDIGREE 1340,male
NA06995,CEPH/UTAH PEDIGREE 13291,male
NA06997,CEPH/UTAH PEDIGREE 13291,female
NA07000,CEPH/UTAH PEDIGREE 1340,female
NA07014,CEPH/UTAH PEDIGREE 13292,female
NA07019,CEPH/UTAH PEDIGREE 1340,female
NA07022,CEPH/UTAH PEDIGREE 1340,male
NA07029,CEPH/UTAH PEDIGREE 1340,male
NA07031,CEPH/UTAH PEDIGREE 13292,female
NA07034,CEPH/UTAH PEDIGREE 1341,male
NA07037,CEPH/UTAH PEDIGREE 13291,female
NA07045,CEPH/UTAH PEDIGREE 13291,female
NA07048,CEPH/UTAH PEDIGREE 1341,male
NA07051,CEPH/UTAH PEDIGREE 13292,male
NA07055,CEPH/UTAH PEDIGREE 1341,female
NA07056,CEPH/UTAH PEDIGREE 1340,female
NA07345,CEPH/UTAH PEDIGREE 1345,female
NA07346,CEPH/UTAH PEDIGREE 1345,female
NA07347,CEPH/UTAH PEDIGREE 1345,male
NA07348,CEPH/UTAH PEDIGREE 1345,female
NA07349,CEPH/UTAH PEDIGREE 1345,male
NA07357,CEPH/UTAH PEDIGREE 1345,male
NA07435,CEPH/UTAH PEDIGREE 13291,male
NA10830,CEPH/UTAH PEDIGREE 1408,male
NA10831,CEPH/UTAH PEDIGREE 1408,female
NA10835,CEPH/UTAH PEDIGREE 1416,male
NA10836,CEPH/UTAH PEDIGREE 1418,female
NA10837,CEPH/UTAH PEDIGREE 1418,male
NA10838,CEPH/UTAH PEDIGREE 1420,male
NA10839,CEPH/UTAH PEDIGREE 1420,female
NA10840,CEPH/UTAH PEDIGREE 1421,female
NA10842,CEPH/UTAH PEDIGREE 1423,male
NA10843,CEPH/UTAH PEDIGREE 1423,female
NA10845,CEPH/UTAH PEDIGREE 1424,male
NA10846,CEPH/UTAH PEDIGREE 1334,male
NA10847,CEPH/UTAH PEDIGREE 1334,female
NA10851,CEPH/UTAH PEDIGREE 1344,male
NA10852,CEPH/UTAH PEDIGREE 1346,female
NA10854,CEPH/UTAH PEDIGREE 1349,female
NA10855,CEPH/UTAH PEDIGREE 1350,female
NA10856,CEPH/UTAH PEDIGREE 1350,male
NA10857,CEPH/UTAH PEDIGREE 1346,male
NA10859,CEPH/UTAH PEDIGREE 1347,female
NA10860,CEPH/UTAH PEDIGREE 1362,male
NA10861,CEPH/UTAH PEDIGREE 1362,female
NA10863,CEPH/UTAH PEDIGREE 1375,female
NA10864,CEPH/UTAH PEDIGREE 1377,female
NA10865,CEPH/UTAH PEDIGREE 1377,male
NA11829,CEPH/UTAH PEDIGREE 1350,male
NA11830,CEPH/UTAH PEDIGREE 1350,female
NA11831,CEPH/UTAH PEDIGREE 1350,male
NA11832,CEPH/UTAH PEDIGREE 1350,female
NA11839,CEPH/UTAH PEDIGREE 1349,male
NA11840,CEPH/UTAH PEDIGREE 1349,female
NA11843,CEPH/UTAH PEDIGREE 1349,male
NA11881,CEPH/UTAH PEDIGREE 1347,male
NA11882,CEPH/UTAH PEDIGREE 1347,female
NA11891,CEPH/UTAH PEDIGREE 1377,male
NA11892,CEPH/UTAH PEDIGREE 1377,female
NA11893,CEPH/UTAH PEDIGREE 1377,male
NA11894,CEPH/UTAH PEDIGREE 1377,female
NA11917,CEPH/UTAH PEDIGREE 1423,male
NA11918,CEPH/UTAH PEDIGREE 1423,female
NA11919,CEPH/UTAH PEDIGREE 1423,male
NA11920,CEPH/UTAH PEDIGREE 1423,female
NA11930,CEPH/UTAH PEDIGREE 1424,male
NA11931,CEPH/UTAH PEDIGREE 1424,female
NA11932,CEPH/UTAH PEDIGREE 1424,male
NA11933,CEPH/UTAH PEDIGREE 1424,female
NA11992,CEPH/UTAH PEDIGREE 1362,male
NA11993,CEPH/UTAH PEDIGREE 1362,female
NA11994,CEPH/UTAH PEDIGREE 1362,male
NA11995,CEPH/UTAH PEDIGREE 1362,female
NA12003,CEPH/UTAH PEDIGREE 1420,male
NA12004,CEPH/UTAH PEDIGREE 1420,female
NA12005,CEPH/UTAH PEDIGREE 1420,male
NA12006,CEPH/UTAH PEDIGREE 1420,female
NA12043,CEPH/UTAH PEDIGREE 1346,male
NA12044,CEPH/UTAH PEDIGREE 1346,female
NA12045,CEPH/UTAH PEDIGREE 1346,male
NA12046,CEPH/UTAH PEDIGREE 1346,female
NA12056,CEPH/UTAH PEDIGREE 1344,male
NA12057,CEPH/UTAH PEDIGREE 1344,female
NA12058,CEPH/UTAH PEDIGREE 1344,female
NA12144,CEPH/UTAH PEDIGREE 1334,male
NA12145,CEPH/UTAH PEDIGREE 1334,female
NA12146,CEPH/UTAH PEDIGREE 1334,male
NA12154,CEPH/UTAH PEDIGREE 1408,male
NA12155,CEPH/UTAH PEDIGREE 1408,male
NA12156,CEPH/UTAH PEDIGREE 1408,female
NA12234,CEPH/UTAH PEDIGREE 1375,female
NA12236,CEPH/UTAH PEDIGREE 1408,female
NA12239,CEPH/UTAH PEDIGREE 1334,female
NA12248,CEPH/UTAH PEDIGREE 1416,male
NA12249,CEPH/UTAH PEDIGREE 1416,female
NA12264,CEPH/UTAH PEDIGREE 1375,male
NA12272,CEPH/UTAH PEDIGREE 1418,male
NA12273,CEPH/UTAH PEDIGREE 1418,female
NA12274,CEPH/UTAH PEDIGREE 1418,male
NA12275,CEPH/UTAH PEDIGREE 1418,female
NA12282,CEPH/UTAH PEDIGREE 1421,male
NA12283,CEPH/UTAH PEDIGREE 1421,female
NA12286,CEPH/UTAH PEDIGREE 1421,male
NA12287,CEPH/UTAH PEDIGREE 1421,female
NA12329,CEPH/UTAH PEDIGREE 1328,female
NA12335,CEPH/UTAH PEDIGREE 1330,male
NA12336,CEPH/UTAH PEDIGREE 1330,female
NA12340,CEPH/UTAH PEDIGREE 1330,male
NA12341,CEPH/UTAH PEDIGREE 1330,female
NA12342,CEPH/UTAH PEDIGREE 1330,male
NA12343,CEPH/UTAH PEDIGREE 1330,female
NA12344,CEPH/UTAH PEDIGREE 13281,male
NA12347,CEPH/UTAH PEDIGREE 13281,male
NA12348,CEPH/UTAH PEDIGREE 13281,female
NA12376,CEPH/UTAH PEDIGREE 1353,female
NA12383,CEPH/UTAH PEDIGREE 1353,female
NA12386,CEPH/UTAH PEDIGREE 1354,female
NA12399,CEPH/UTAH PEDIGREE 1354,male
NA12400,CEPH/UTAH PEDIGREE 1354,female
NA12413,CEPH/UTAH PEDIGREE 1355,male
NA12414,CEPH/UTAH PEDIGREE 1355,female
NA12485,CEPH/UTAH PEDIGREE 1355,male
NA12489,CEPH/UTAH PEDIGREE 1353,female
NA12546,CEPH/UTAH PEDIGREE 1353,male
NA12707,CEPH/UTAH PEDIGREE 1358,male
NA12716,CEPH/UTAH PEDIGREE 1358,male
NA12717,CEPH/UTAH PEDIGREE 1358,female
NA12718,CEPH/UTAH PEDIGREE 1358,female
NA12739,CEPH/UTAH PEDIGREE 1444,male
NA12740,CEPH/UTAH PEDIGREE 1444,female
NA12748,CEPH/UTAH PEDIGREE 1444,male
NA12749,CEPH/UTAH PEDIGREE 1444,female
NA12750,CEPH/UTAH PEDIGREE 1444,male
NA12751,CEPH/UTAH PEDIGREE 1444,female
NA12752,CEPH/UTAH PEDIGREE 1447,male
NA12753,CEPH/UTAH PEDIGREE 1447,female
NA12760,CEPH/UTAH PEDIGREE 1447,male
NA12761,CEPH/UTAH PEDIGREE 1447,female
NA12762,CEPH/UTAH PEDIGREE 1447,male
NA12763,CEPH/UTAH PEDIGREE 1447,female
NA12766,CEPH/UTAH PEDIGREE 1451,male
NA12767,CEPH/UTAH PEDIGREE 1451,female
NA12775,CEPH/UTAH PEDIGREE 1451,male
NA12776,CEPH/UTAH PEDIGREE 1451,female
NA12777,CEPH/UTAH PEDIGREE 1451,male
NA12778,CEPH/UTAH PEDIGREE 1451,female
NA12801,CEPH/UTAH PEDIGREE 1454,male
NA12802,CEPH/UTAH PEDIGREE 1454,female
NA12812,CEPH/UTAH PEDIGREE 1454,male
NA12813,CEPH/UTAH PEDIGREE 1454,female
NA12814,CEPH/UTAH PEDIGREE 1454,male
NA12815,CEPH/UTAH PEDIGREE 1454,female
NA12817,CEPH/UTAH PEDIGREE 1456,male
NA12818,CEPH/UTAH PEDIGREE 1456,female
NA12827,CEPH/UTAH PEDIGREE 1456,male
NA12828,CEPH/UTAH PEDIGREE 1456,female
NA12829,CEPH/UTAH PEDIGREE 1456,male
NA12830,CEPH/UTAH PEDIGREE 1456,female
NA12832,CEPH/UTAH PEDIGREE 1458,female
NA12842,CEPH/UTAH PEDIGREE 1458,male
NA12843,CEPH/UTAH PEDIGREE 1458,female
NA12864,CEPH/UTAH PEDIGREE 1459,male
NA12865,CEPH/UTAH PEDIGREE 1459,female
NA12872,CEPH/UTAH PEDIGREE 1459,male
NA12873,CEPH/UTAH PEDIGREE 1459,female
NA12874,CEPH/UTAH PEDIGREE 1459,male
NA12875,CEPH/UTAH PEDIGREE 1459,female
NA12877,CEPH/UTAH PEDIGREE 1463,male
NA12878,CEPH/UTAH PEDIGREE 1463,female
